"","vehicle","model","region","season","month","year","distance","efficiency","kwh"
"15661","fec8f05c","Nissan Leaf (24 kWh) 2013-2016","Wellington","Summer",2,2019,1044,8,130.5
"15662","fec8f05c","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",6,2019,1536,7.5,204.8
"15663","fec8f05c","Nissan Leaf (24 kWh) 2013-2016","Wellington","Winter",7,2019,1112,7.6,146.3
"15664","5c35cda7","Nissan Leaf (40 kWh)","Whangarei","Spring",11,2018,2569,6.4,401.4
"15665","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Spring",9,2019,828,6.7,123.6
"15666","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Spring",10,2019,941,6.5,144.8
"15667","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Spring",11,2019,1651,6.8,242.8
"15668","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Summer",2,2020,1591,6.7,237.5
"15669","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Autumn",3,2020,712,6.6,107.9
"15670","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Autumn",4,2020,230,6.7,34.3
"15671","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Autumn",5,2020,1283,6.6,194.4
"15672","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Winter",6,2020,835,6.5,128.5
"15673","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Winter",7,2020,1470,6.4,229.7
"15674","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Winter",8,2020,1844,6.5,283.7
"15675","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Spring",9,2020,1714,6.3,272.1
"15676","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Spring",10,2020,1421,6.3,225.6
"15677","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Spring",11,2020,2295,6.4,358.6
"15678","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Summer",12,2020,2091,6.4,326.7
"15679","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Autumn",3,2021,972,6.8,142.9
"15680","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Autumn",4,2021,1622,6.4,253.4
"15681","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Autumn",5,2021,1305,6.3,207.1
"15682","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Winter",6,2021,1668,6.4,260.6
"15683","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Winter",7,2021,2288,6.9,331.6
"15684","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Winter",8,2021,94,6.2,15.2
"15685","836549db","Nissan Leaf (40 kWh)","Bay of Plenty","Spring",9,2021,455,6.3,72.2
"15686","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",8,2018,771,7.3,105.6
"15687","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",9,2018,793,7.4,107.2
"15688","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",10,2018,882,7.9,111.6
"15689","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",11,2018,758,7.6,99.7
"15690","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",12,2018,575,7.4,77.7
"15691","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",1,2019,925,7.3,126.7
"15692","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",2,2019,1023,6.7,152.7
"15693","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Autumn",3,2019,903,7.3,123.7
"15694","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Autumn",4,2019,762,7.3,104.4
"15695","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Autumn",5,2019,742,7.2,103.1
"15696","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",6,2019,627,7,89.6
"15697","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",7,2019,496,6.4,77.5
"15698","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",8,2019,886,6.9,128.4
"15699","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",9,2019,754,7.2,104.7
"15700","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",10,2019,956,7,136.6
"15701","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",11,2019,1287,7.3,176.3
"15702","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Autumn",4,2020,312,7.3,42.7
"15703","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Autumn",5,2020,1036,7.3,141.9
"15704","3cedd40c","Nissan Leaf (24 kWh) 2011-2012","Auckland","Winter",6,2020,735,7.2,102.1
"15705","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2018,1024,8.4,121.9
"15706","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",12,2018,618,8.5,72.7
"15707","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",3,2019,986,8.5,116
"15708","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",6,2019,1155,8.4,137.5
"15709","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",7,2019,797,8.3,96
"15710","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",8,2019,451,8.3,54.3
"15711","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2019,1218,8.3,146.7
"15712","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2019,995,8.3,119.9
"15713","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2019,824,8.3,99.3
"15714","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",3,2020,775,8.4,92.3
"15715","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",4,2020,152,8.4,18.1
"15716","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",5,2020,267,8.4,31.8
"15717","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",6,2020,1053,8.4,125.4
"15718","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",7,2020,900,8.4,107.1
"15719","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",8,2020,555,8.3,66.9
"15720","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2020,943,8.4,112.3
"15721","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2020,834,8.4,99.3
"15722","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2020,1164,8.3,140.2
"15723","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",2,2021,587,8.5,69.1
"15724","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",5,2021,1094,8.1,135.1
"15725","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",6,2021,1098,8.1,135.6
"15726","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",7,2021,765,8.1,94.4
"15727","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",8,2021,564,8.1,69.6
"15728","d2c567e0","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2021,180,8.1,22.2
"15729","445b9946","Nissan Leaf (30 kWh)","Christchurch","Winter",8,2018,1672,7.2,232.2
"15730","445b9946","Nissan Leaf (30 kWh)","Christchurch","Spring",9,2018,1898,7.3,260
"15731","445b9946","Nissan Leaf (30 kWh)","Christchurch","Spring",10,2018,1105,7.3,151.4
"15732","445b9946","Nissan Leaf (30 kWh)","Christchurch","Spring",11,2018,2764,7.8,354.4
"15733","445b9946","Nissan Leaf (30 kWh)","Christchurch","Summer",12,2018,1828,7.75,235.9
"15734","445b9946","Nissan Leaf (30 kWh)","Christchurch","Autumn",5,2019,1243,7.4,168
"15735","445b9946","Nissan Leaf (30 kWh)","Christchurch","Winter",6,2019,1840,7.2,255.6
"15736","445b9946","Nissan Leaf (30 kWh)","Christchurch","Winter",7,2019,1845,7.3,252.7
"15737","445b9946","Nissan Leaf (30 kWh)","Christchurch","Winter",8,2019,1138,7.3,155.9
"15738","445b9946","Nissan Leaf (30 kWh)","Christchurch","Spring",11,2019,933,8,116.6
"15739","445b9946","Nissan Leaf (30 kWh)","Christchurch","Summer",12,2019,2966,7.9,375.4
"15740","445b9946","Nissan Leaf (30 kWh)","Christchurch","Summer",1,2020,1568,8,196
"15741","445b9946","Nissan Leaf (30 kWh)","Christchurch","Summer",2,2020,875,7.7,113.6
"15742","445b9946","Nissan Leaf (30 kWh)","Christchurch","Autumn",3,2020,965,7.8,123.7
"15743","445b9946","Nissan Leaf (30 kWh)","Christchurch","Winter",8,2020,787,7.3,107.8
"15744","fca12f42","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",8,2018,902,6.7,134.6
"15745","fca12f42","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",9,2018,738,6.7,110.1
"15746","fca12f42","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",10,2018,520,6.7,77.6
"15747","fca12f42","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Spring",11,2018,615,6.9,89.1
"15748","fca12f42","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",12,2018,1042,7,148.9
"15749","fca12f42","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",1,2019,709,6.9,102.8
"15750","fca12f42","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Summer",2,2019,690,6.6,104.5
"15751","fca12f42","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",3,2019,1033,6.6,156.5
"15752","fca12f42","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",4,2019,1230,6.3,195.2
"15753","fca12f42","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Autumn",5,2019,1330,6.1,218
"15754","fca12f42","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",7,2019,686,6.2,110.6
"15755","fca12f42","Nissan Leaf (24 kWh) 2013-2016","Coastal Otago","Winter",8,2019,764,6.1,125.2
"15756","bddc4e54","Nissan Leaf (24 kWh) 2011-2012","Wellington","Spring",11,2020,641,5.6,114.5
"15757","bddc4e54","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",12,2020,757,6.5,116.5
"15758","bddc4e54","Nissan Leaf (24 kWh) 2011-2012","Wellington","Summer",1,2021,806,6.8,118.5
"15759","bddc4e54","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",4,2021,474,6,79
"15760","bddc4e54","Nissan Leaf (24 kWh) 2011-2012","Wellington","Autumn",5,2021,393,4.7,83.6
"15761","bddc4e54","Nissan Leaf (24 kWh) 2011-2012","Wellington","Winter",6,2021,265,4.2,63.1
"15762","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",8,2018,1432,6,238.7
"15763","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",9,2018,1112,6.5,171.1
"15764","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",10,2018,1584,6.5,243.7
"15765","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",11,2018,1406,6.4,219.7
"15766","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",2,2019,952,6.6,144.2
"15767","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",3,2019,1260,6.6,190.9
"15768","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",4,2019,939,6.1,153.9
"15769","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",5,2019,1033,5.8,178.1
"15770","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",6,2019,1029,5.5,187.1
"15771","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",7,2019,999,5.1,195.9
"15772","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",8,2019,1269,5.3,239.4
"15773","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",9,2019,1131,5.6,202
"15774","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",10,2019,1450,6,241.7
"15775","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",11,2019,1168,6.5,179.7
"15776","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",12,2019,682,6.6,103.3
"15777","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",1,2020,1111,6.6,168.3
"15778","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",2,2020,1327,6.5,204.2
"15779","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",3,2020,878,6.4,137.2
"15780","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",4,2020,155,6.2,25
"15781","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",5,2020,124,6,20.7
"15782","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",6,2020,1200,5.2,230.8
"15783","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",7,2020,1150,5.3,217
"15784","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",8,2020,1281,5.7,224.7
"15785","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",9,2020,1423,6.2,229.5
"15786","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",10,2020,1170,6.2,188.7
"15787","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",1,2021,652,6.4,101.9
"15788","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Summer",2,2021,1105,6.8,162.5
"15789","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",3,2021,1515,6.5,233.1
"15790","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",4,2021,575,6,95.8
"15791","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Autumn",5,2021,1479,5.2,284.4
"15792","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",6,2021,1300,5,260
"15793","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",7,2021,1105,5,221
"15794","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Winter",8,2021,688,5.5,125.1
"15795","75fbe3c9","Nissan Leaf (24 kWh) 2011-2012","Christchurch","Spring",9,2021,1259,5.8,217.1
"15796","0a3ccf7a","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2018,563,7.6,74.1
"15797","0a3ccf7a","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2018,178,6.12,29.1
"15798","0a3ccf7a","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2018,450,8.5,52.9
"15799","0a3ccf7a","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",12,2018,146,8.2,17.8
"15800","0a3ccf7a","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",1,2019,1033,7.2,143.5
"15801","0a3ccf7a","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",2,2019,461,7.2,64
"15802","0a3ccf7a","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",3,2019,290,8.3,34.9
"15803","0a3ccf7a","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",4,2019,322,7.9,40.8
"15804","0a3ccf7a","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",5,2019,193,7.2,26.8
"15805","0a3ccf7a","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",6,2019,120,6.2,19.4
"15806","64c2c9c4","Nissan Leaf (30 kWh)","Whangarei","Winter",8,2018,2559,6.2,412.7
"15807","64c2c9c4","Nissan Leaf (30 kWh)","Whangarei","Spring",9,2018,2172,6.4,339.4
"15808","64c2c9c4","Nissan Leaf (30 kWh)","Whangarei","Spring",10,2018,2724,6.5,419.1
"15809","cf1c653b","Nissan Leaf (30 kWh)","Central Otago","Winter",8,2019,2110,6.2,340.3
"15810","cf1c653b","Nissan Leaf (30 kWh)","Central Otago","Spring",9,2019,659,6.5,101.4
"15811","cf1c653b","Nissan Leaf (30 kWh)","Central Otago","Spring",10,2019,1485,6.7,221.6
"15812","cf1c653b","Nissan Leaf (30 kWh)","Central Otago","Spring",11,2019,751,6.7,112.1
"15813","cf1c653b","Nissan Leaf (30 kWh)","Central Otago","Summer",12,2019,1052,6.7,157
"15814","cf1c653b","Nissan Leaf (30 kWh)","Central Otago","Summer",1,2020,744,6.4,116.2
"15815","cf1c653b","Nissan Leaf (30 kWh)","Central Otago","Summer",2,2020,2438,6.8,358.5
"15816","cf1c653b","Nissan Leaf (30 kWh)","Central Otago","Autumn",3,2020,677,6.9,98.1
"15817","cf1c653b","Nissan Leaf (30 kWh)","Central Otago","Autumn",4,2020,148,6.1,24.3
"15818","cf1c653b","Nissan Leaf (30 kWh)","Central Otago","Autumn",5,2020,412,6.4,64.4
"15819","cf1c653b","Nissan Leaf (30 kWh)","Central Otago","Spring",10,2020,105,6,17.5
"15820","cf1c653b","Nissan Leaf (30 kWh)","Central Otago","Spring",11,2020,127,6.1,20.8
"15821","1e6fac6f","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",10,2018,1492,6.9,216.2
"15822","1e6fac6f","Nissan Leaf (24 kWh) 2011-2012","Auckland","Spring",11,2018,2073,7,296.1
"15823","1e6fac6f","Nissan Leaf (24 kWh) 2011-2012","Auckland","Summer",12,2018,2372,6.8,348.8
"15824","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Winter",8,2018,563,6.5,86.6
"15825","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Spring",9,2018,739,7.2,102.6
"15826","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Spring",10,2018,480,7.2,66.7
"15827","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Spring",11,2018,492,7.2,68.3
"15828","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Summer",12,2018,1025,6.9,148.6
"15829","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Summer",1,2019,913,7.2,126.8
"15830","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Summer",2,2019,599,7.4,80.9
"15831","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Autumn",3,2019,503,7.3,68.9
"15832","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Autumn",4,2019,1197,7,171
"15833","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Autumn",5,2019,1076,6.9,155.9
"15834","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Winter",6,2019,724,6.9,104.9
"15835","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Winter",7,2019,983,6.8,144.6
"15836","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Winter",8,2019,841,6.7,125.5
"15837","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Spring",9,2019,520,6.7,77.6
"15838","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Spring",10,2019,531,6.7,79.3
"15839","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Spring",11,2019,451,6.7,67.3
"15840","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Summer",12,2019,1133,6.8,166.6
"15841","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Summer",1,2020,957,6.9,138.7
"15842","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Summer",2,2020,1127,6.9,163.3
"15843","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Autumn",3,2020,15,6.9,2.2
"15844","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Autumn",4,2020,45,6.9,6.5
"15845","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Autumn",5,2020,564,6.9,81.7
"15846","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Winter",6,2020,597,6.9,86.5
"15847","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Winter",7,2020,818,6.8,120.3
"15848","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Winter",8,2020,539,6.8,79.3
"15849","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Spring",9,2020,471,6.8,69.3
"15850","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Spring",10,2020,643,6.8,94.6
"15851","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Spring",11,2020,559,6.8,82.2
"15852","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Summer",12,2020,1127,6.9,163.3
"15853","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Summer",1,2021,1610,6.9,233.3
"15854","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Summer",2,2021,1176,6.9,170.4
"15855","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Autumn",3,2021,573,7,81.9
"15856","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Autumn",4,2021,811,7,115.9
"15857","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Autumn",5,2021,1,7,0.1
"15858","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Winter",6,2021,0,7,0
"15859","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Winter",7,2021,549,6.4,85.8
"15860","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Winter",8,2021,184,6.6,27.9
"15861","12c9fe8c","Nissan Leaf (30 kWh)","Wellington","Spring",9,2021,438,6.7,65.4
"15862","c390fbb5","Nissan Leaf (30 kWh)","Wellington","Winter",8,2018,1532,7.1,215.8
"15863","c390fbb5","Nissan Leaf (30 kWh)","Wellington","Spring",9,2018,1428,7.2,198.3
"15864","c390fbb5","Nissan Leaf (30 kWh)","Wellington","Winter",7,2019,2141,6.4,334.5
"15865","1f020b09","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",8,2018,2512,8.3,302.7
"15866","1f020b09","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",9,2018,2522,8.5,296.7
"15867","1f020b09","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2018,1545,8.5,181.8
"15868","1f020b09","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",11,2018,2190,9.1,240.7
"15869","1f020b09","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",12,2018,1963,9.2,213.4
"15870","1f020b09","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",1,2019,1918,9.3,206.2
"15871","1f020b09","Nissan Leaf (24 kWh) 2013-2016","Auckland","Summer",2,2019,683,9.2,74.2
"15872","1f020b09","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",3,2019,2485,9.3,267.2
"15873","1f020b09","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",4,2019,2129,8.9,239.2
"15874","1f020b09","Nissan Leaf (24 kWh) 2013-2016","Auckland","Autumn",5,2019,2753,8.8,312.8
"15875","1f020b09","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",6,2019,2600,8.5,305.9
"15876","1f020b09","Nissan Leaf (24 kWh) 2013-2016","Auckland","Winter",7,2019,2496,8.4,297.1
"15877","1f020b09","Nissan Leaf (24 kWh) 2013-2016","Auckland","Spring",10,2019,2436,8.8,276.8
"15878","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",8,2018,892,8.2,108.8
"15879","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",9,2018,870,8.3,104.8
"15880","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",10,2018,608,8.6,70.7
"15881","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",11,2018,848,8.7,97.5
"15882","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",12,2018,989,8.4,117.7
"15883","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",1,2019,855,7.6,112.5
"15884","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",2,2019,934,9.1,102.6
"15885","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",3,2019,771,9.3,82.9
"15886","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",4,2019,928,7.7,120.5
"15887","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",5,2019,983,7.7,127.7
"15888","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",6,2019,930,6.9,134.8
"15889","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",7,2019,802,7.2,111.4
"15890","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",8,2019,1029,7.1,144.9
"15891","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",9,2019,961,8,120.1
"15892","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",10,2019,1540,7.6,202.6
"15893","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",11,2019,825,8,103.1
"15894","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",12,2019,2290,7.3,313.7
"15895","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",1,2020,895,8,111.9
"15896","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",2,2020,810,8.5,95.3
"15897","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",3,2020,840,8.7,96.6
"15898","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",4,2020,86,8.8,9.8
"15899","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",5,2020,540,7,77.1
"15900","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",6,2020,969,6.7,144.6
"15901","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",7,2020,1230,6.8,180.9
"15902","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Winter",8,2020,736,6.8,108.2
"15903","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",9,2020,758,8.4,90.2
"15904","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",10,2020,1361,7.6,179.1
"15905","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Spring",11,2020,961,8.2,117.2
"15906","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",12,2020,389,8,48.6
"15907","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Summer",1,2021,791,8.2,96.5
"15908","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",3,2021,342,8.8,38.9
"15909","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",4,2021,577,7.3,79
"15910","5e1d9502","Nissan Leaf (24 kWh) 2013-2016","Christchurch","Autumn",5,2021,712,7,101.7
